m6,m5,m4,m3,m2,m1,n
17.266,17.411,17.369,17.041,16.997,17.255,17.078
17.411,17.369,17.041,16.997,17.255,17.078,17.075
17.369,17.041,16.997,17.255,17.078,17.075,16.966
17.041,16.997,17.255,17.078,17.075,16.966,16.925
16.997,17.255,17.078,17.075,16.966,16.925,16.811
17.255,17.078,17.075,16.966,16.925,16.811,16.752
17.078,17.075,16.966,16.925,16.811,16.752,16.88
17.075,16.966,16.925,16.811,16.752,16.88,16.726
16.966,16.925,16.811,16.752,16.88,16.726,17.209
16.925,16.811,16.752,16.88,16.726,17.209,17.17
16.811,16.752,16.88,16.726,17.209,17.17,16.866
16.752,16.88,16.726,17.209,17.17,16.866,17.268
16.88,16.726,17.209,17.17,16.866,17.268,16.973
16.726,17.209,17.17,16.866,17.268,16.973,17.171
17.209,17.17,16.866,17.268,16.973,17.171,17.007
17.17,16.866,17.268,16.973,17.171,17.007,16.903
16.866,17.268,16.973,17.171,17.007,16.903,17.079
17.268,16.973,17.171,17.007,16.903,17.079,17.105
16.973,17.171,17.007,16.903,17.079,17.105,17.003
17.171,17.007,16.903,17.079,17.105,17.003,17.104
17.007,16.903,17.079,17.105,17.003,17.104,17.406
16.903,17.079,17.105,17.003,17.104,17.406,16.874
17.079,17.105,17.003,17.104,17.406,16.874,16.994
17.105,17.003,17.104,17.406,16.874,16.994,17.145
17.003,17.104,17.406,16.874,16.994,17.145,16.992
17.104,17.406,16.874,16.994,17.145,16.992,17.022
17.406,16.874,16.994,17.145,16.992,17.022,17.05
16.874,16.994,17.145,16.992,17.022,17.05,16.854
16.994,17.145,16.992,17.022,17.05,16.854,16.526
17.145,16.992,17.022,17.05,16.854,16.526,16.445
16.992,17.022,17.05,16.854,16.526,16.445,16.354
17.022,17.05,16.854,16.526,16.445,16.354,16.338
17.05,16.854,16.526,16.445,16.354,16.338,16.032
16.854,16.526,16.445,16.354,16.338,16.032,15.918
16.526,16.445,16.354,16.338,16.032,15.918,15.753
16.445,16.354,16.338,16.032,15.918,15.753,15.788
16.354,16.338,16.032,15.918,15.753,15.788,15.748
16.338,16.032,15.918,15.753,15.788,15.748,15.63
16.032,15.918,15.753,15.788,15.748,15.63,15.834
15.918,15.753,15.788,15.748,15.63,15.834,15.903
15.753,15.788,15.748,15.63,15.834,15.903,16.029
15.788,15.748,15.63,15.834,15.903,16.029,16.168
15.748,15.63,15.834,15.903,16.029,16.168,16.118
15.63,15.834,15.903,16.029,16.168,16.118,16.236
15.834,15.903,16.029,16.168,16.118,16.236,16.205
15.903,16.029,16.168,16.118,16.236,16.205,16.407
16.029,16.168,16.118,16.236,16.205,16.407,16.573
16.168,16.118,16.236,16.205,16.407,16.573,16.72
16.118,16.236,16.205,16.407,16.573,16.72,16.923
16.236,16.205,16.407,16.573,16.72,16.923,17.145
16.205,16.407,16.573,16.72,16.923,17.145,17.206
16.407,16.573,16.72,16.923,17.145,17.206,17.267
16.573,16.72,16.923,17.145,17.206,17.267,17.269
16.72,16.923,17.145,17.206,17.267,17.269,17.285
16.923,17.145,17.206,17.267,17.269,17.285,17.144
17.145,17.206,17.267,17.269,17.285,17.144,17.01
17.206,17.267,17.269,17.285,17.144,17.01,17.035
17.267,17.269,17.285,17.144,17.01,17.035,16.966
17.269,17.285,17.144,17.01,17.035,16.966,17.141
17.285,17.144,17.01,17.035,16.966,17.141,17.189
17.144,17.01,17.035,16.966,17.141,17.189,17.189
17.01,17.035,16.966,17.141,17.189,17.189,17.166
17.035,16.966,17.141,17.189,17.189,17.166,16.954
16.966,17.141,17.189,17.189,17.166,16.954,17.036
17.141,17.189,17.189,17.166,16.954,17.036,16.989
17.189,17.189,17.166,16.954,17.036,16.989,16.913
17.189,17.166,16.954,17.036,16.989,16.913,17.489
17.166,16.954,17.036,16.989,16.913,17.489,17.615
16.954,17.036,16.989,16.913,17.489,17.615,17.441
17.036,16.989,16.913,17.489,17.615,17.441,17.127
16.989,16.913,17.489,17.615,17.441,17.127,17.101
16.913,17.489,17.615,17.441,17.127,17.101,17.284
17.489,17.615,17.441,17.127,17.101,17.284,17.199
17.615,17.441,17.127,17.101,17.284,17.199,16.755
17.441,17.127,17.101,17.284,17.199,16.755,16.718
17.127,17.101,17.284,17.199,16.755,16.718,16.628
17.101,17.284,17.199,16.755,16.718,16.628,16.286
17.284,17.199,16.755,16.718,16.628,16.286,16.389
17.199,16.755,16.718,16.628,16.286,16.389,16.178
16.755,16.718,16.628,16.286,16.389,16.178,16.615
16.718,16.628,16.286,16.389,16.178,16.615,16.573
16.628,16.286,16.389,16.178,16.615,16.573,16.923
16.286,16.389,16.178,16.615,16.573,16.923,16.842
16.389,16.178,16.615,16.573,16.923,16.842,16.757
16.178,16.615,16.573,16.923,16.842,16.757,16.438
16.615,16.573,16.923,16.842,16.757,16.438,16.478
16.573,16.923,16.842,16.757,16.438,16.478,16.647
16.923,16.842,16.757,16.438,16.478,16.647,16.614
16.842,16.757,16.438,16.478,16.647,16.614,16.511
16.757,16.438,16.478,16.647,16.614,16.511,16.588
16.438,16.478,16.647,16.614,16.511,16.588,16.434
16.478,16.647,16.614,16.511,16.588,16.434,16.407
16.647,16.614,16.511,16.588,16.434,16.407,16.276
16.614,16.511,16.588,16.434,16.407,16.276,16.466
16.511,16.588,16.434,16.407,16.276,16.466,16.412
16.588,16.434,16.407,16.276,16.466,16.412,16.784
16.434,16.407,16.276,16.466,16.412,16.784,16.494
16.407,16.276,16.466,16.412,16.784,16.494,16.5
16.276,16.466,16.412,16.784,16.494,16.5,16.608
16.466,16.412,16.784,16.494,16.5,16.608,16.536
16.412,16.784,16.494,16.5,16.608,16.536,16.627
16.784,16.494,16.5,16.608,16.536,16.627,16.537
16.494,16.5,16.608,16.536,16.627,16.537,16.422
16.5,16.608,16.536,16.627,16.537,16.422,16.272
16.608,16.536,16.627,16.537,16.422,16.272,16.325
16.536,16.627,16.537,16.422,16.272,16.325,16.185
16.627,16.537,16.422,16.272,16.325,16.185,16.419
16.537,16.422,16.272,16.325,16.185,16.419,16.387
16.422,16.272,16.325,16.185,16.419,16.387,16.582
16.272,16.325,16.185,16.419,16.387,16.582,16.684
16.325,16.185,16.419,16.387,16.582,16.684,16.541
16.185,16.419,16.387,16.582,16.684,16.541,16.297
16.419,16.387,16.582,16.684,16.541,16.297,16.312
16.387,16.582,16.684,16.541,16.297,16.312,16.716
16.582,16.684,16.541,16.297,16.312,16.716,16.436
16.684,16.541,16.297,16.312,16.716,16.436,16.284
16.541,16.297,16.312,16.716,16.436,16.284,16.39
16.297,16.312,16.716,16.436,16.284,16.39,16.399
16.312,16.716,16.436,16.284,16.39,16.399,16.567
16.716,16.436,16.284,16.39,16.399,16.567,16.63
16.436,16.284,16.39,16.399,16.567,16.63,16.806
16.284,16.39,16.399,16.567,16.63,16.806,16.511
16.39,16.399,16.567,16.63,16.806,16.511,16.699
16.399,16.567,16.63,16.806,16.511,16.699,16.708
16.567,16.63,16.806,16.511,16.699,16.708,16.817
16.63,16.806,16.511,16.699,16.708,16.817,17.286
16.806,16.511,16.699,16.708,16.817,17.286,17.269
16.511,16.699,16.708,16.817,17.286,17.269,17.192
16.699,16.708,16.817,17.286,17.269,17.192,16.624
16.708,16.817,17.286,17.269,17.192,16.624,16.744
16.817,17.286,17.269,17.192,16.624,16.744,16.539
17.286,17.269,17.192,16.624,16.744,16.539,16.533
17.269,17.192,16.624,16.744,16.539,16.533,16.497
17.192,16.624,16.744,16.539,16.533,16.497,16.401
16.624,16.744,16.539,16.533,16.497,16.401,16.127
16.744,16.539,16.533,16.497,16.401,16.127,16.375
16.539,16.533,16.497,16.401,16.127,16.375,16.447
16.533,16.497,16.401,16.127,16.375,16.447,16.519
16.497,16.401,16.127,16.375,16.447,16.519,16.495
16.401,16.127,16.375,16.447,16.519,16.495,16.472
16.127,16.375,16.447,16.519,16.495,16.472,16.539
16.375,16.447,16.519,16.495,16.472,16.539,16.759
16.447,16.519,16.495,16.472,16.539,16.759,16.752
16.519,16.495,16.472,16.539,16.759,16.752,16.645
16.495,16.472,16.539,16.759,16.752,16.645,16.269
16.472,16.539,16.759,16.752,16.645,16.269,16.371
16.539,16.759,16.752,16.645,16.269,16.371,16.481
16.759,16.752,16.645,16.269,16.371,16.481,16.455
16.752,16.645,16.269,16.371,16.481,16.455,16.52
16.645,16.269,16.371,16.481,16.455,16.52,16.575
16.269,16.371,16.481,16.455,16.52,16.575,16.405
16.371,16.481,16.455,16.52,16.575,16.405,16.687
16.481,16.455,16.52,16.575,16.405,16.687,16.546
16.455,16.52,16.575,16.405,16.687,16.546,16.373
16.52,16.575,16.405,16.687,16.546,16.373,16.373
16.575,16.405,16.687,16.546,16.373,16.373,16.587
16.405,16.687,16.546,16.373,16.373,16.587,16.503
16.687,16.546,16.373,16.373,16.587,16.503,16.485
16.546,16.373,16.373,16.587,16.503,16.485,16.476
16.373,16.373,16.587,16.503,16.485,16.476,16.586
16.373,16.587,16.503,16.485,16.476,16.586,16.73
16.587,16.503,16.485,16.476,16.586,16.73,16.852
16.503,16.485,16.476,16.586,16.73,16.852,16.781
16.485,16.476,16.586,16.73,16.852,16.781,16.991
16.476,16.586,16.73,16.852,16.781,16.991,16.927
16.586,16.73,16.852,16.781,16.991,16.927,17.027
16.73,16.852,16.781,16.991,16.927,17.027,17.299
16.852,16.781,16.991,16.927,17.027,17.299,16.52
16.781,16.991,16.927,17.027,17.299,16.52,16.481
16.991,16.927,17.027,17.299,16.52,16.481,16.364
16.927,17.027,17.299,16.52,16.481,16.364,16.348
17.027,17.299,16.52,16.481,16.364,16.348,16.364
17.299,16.52,16.481,16.364,16.348,16.364,16.499
16.52,16.481,16.364,16.348,16.364,16.499,16.37
16.481,16.364,16.348,16.364,16.499,16.37,16.293
16.364,16.348,16.364,16.499,16.37,16.293,16.196
16.348,16.364,16.499,16.37,16.293,16.196,16.041
16.364,16.499,16.37,16.293,16.196,16.041,16.198
16.499,16.37,16.293,16.196,16.041,16.198,15.835
16.37,16.293,16.196,16.041,16.198,15.835,16.043
16.293,16.196,16.041,16.198,15.835,16.043,16.097
16.196,16.041,16.198,15.835,16.043,16.097,16.097
16.041,16.198,15.835,16.043,16.097,16.097,16.069
16.198,15.835,16.043,16.097,16.097,16.069,16.139
15.835,16.043,16.097,16.097,16.069,16.139,16.087
16.043,16.097,16.097,16.069,16.139,16.087,15.817
16.097,16.097,16.069,16.139,16.087,15.817,15.977
16.097,16.069,16.139,16.087,15.817,15.977,15.815
16.069,16.139,16.087,15.817,15.977,15.815,15.812
16.139,16.087,15.817,15.977,15.815,15.812,15.617
16.087,15.817,15.977,15.815,15.812,15.617,15.574
15.817,15.977,15.815,15.812,15.617,15.574,15.402
15.977,15.815,15.812,15.617,15.574,15.402,15.549
15.815,15.812,15.617,15.574,15.402,15.549,15.425
15.812,15.617,15.574,15.402,15.549,15.425,15.52
15.617,15.574,15.402,15.549,15.425,15.52,15.589
15.574,15.402,15.549,15.425,15.52,15.589,15.495
15.402,15.549,15.425,15.52,15.589,15.495,15.493
15.549,15.425,15.52,15.589,15.495,15.493,15.667
15.425,15.52,15.589,15.495,15.493,15.667,15.597
15.52,15.589,15.495,15.493,15.667,15.597,15.488
15.589,15.495,15.493,15.667,15.597,15.488,15.418
15.495,15.493,15.667,15.597,15.488,15.418,15.495
15.493,15.667,15.597,15.488,15.418,15.495,15.381
15.667,15.597,15.488,15.418,15.495,15.381,15.405
15.597,15.488,15.418,15.495,15.381,15.405,15.464
15.488,15.418,15.495,15.381,15.405,15.464,15.495
15.418,15.495,15.381,15.405,15.464,15.495,15.328
15.495,15.381,15.405,15.464,15.495,15.328,15.016
15.381,15.405,15.464,15.495,15.328,15.016,15.086
15.405,15.464,15.495,15.328,15.016,15.086,14.488
15.464,15.495,15.328,15.016,15.086,14.488,14.745
15.495,15.328,15.016,15.086,14.488,14.745,14.664
15.328,15.016,15.086,14.488,14.745,14.664,14.703
15.016,15.086,14.488,14.745,14.664,14.703,14.799
15.086,14.488,14.745,14.664,14.703,14.799,14.785
14.488,14.745,14.664,14.703,14.799,14.785,14.577
14.745,14.664,14.703,14.799,14.785,14.577,14.831
14.664,14.703,14.799,14.785,14.577,14.831,14.901
14.703,14.799,14.785,14.577,14.831,14.901,14.82
14.799,14.785,14.577,14.831,14.901,14.82,14.733
14.785,14.577,14.831,14.901,14.82,14.733,14.551
14.577,14.831,14.901,14.82,14.733,14.551,14.517
14.831,14.901,14.82,14.733,14.551,14.517,14.18
14.901,14.82,14.733,14.551,14.517,14.18,14.145
14.82,14.733,14.551,14.517,14.18,14.145,14.18
14.733,14.551,14.517,14.18,14.145,14.18,14.141
14.551,14.517,14.18,14.145,14.18,14.141,14.13
14.517,14.18,14.145,14.18,14.141,14.13,14.138
14.18,14.145,14.18,14.141,14.13,14.138,14.112
14.145,14.18,14.141,14.13,14.138,14.112,14.246
14.18,14.141,14.13,14.138,14.112,14.246,14.199
14.141,14.13,14.138,14.112,14.246,14.199,14.106
14.13,14.138,14.112,14.246,14.199,14.106,14.183
14.138,14.112,14.246,14.199,14.106,14.183,14.145
14.112,14.246,14.199,14.106,14.183,14.145,14.24
14.246,14.199,14.106,14.183,14.145,14.24,14.262
14.199,14.106,14.183,14.145,14.24,14.262,14.315
14.106,14.183,14.145,14.24,14.262,14.315,14.296
14.183,14.145,14.24,14.262,14.315,14.296,14.445
14.145,14.24,14.262,14.315,14.296,14.445,14.354
14.24,14.262,14.315,14.296,14.445,14.354,14.29
14.262,14.315,14.296,14.445,14.354,14.29,14.712
14.315,14.296,14.445,14.354,14.29,14.712,14.507
14.296,14.445,14.354,14.29,14.712,14.507,14.693
14.445,14.354,14.29,14.712,14.507,14.693,14.67
14.354,14.29,14.712,14.507,14.693,14.67,14.59
14.29,14.712,14.507,14.693,14.67,14.59,14.649
14.712,14.507,14.693,14.67,14.59,14.649,14.329
14.507,14.693,14.67,14.59,14.649,14.329,14.4
14.693,14.67,14.59,14.649,14.329,14.4,14.326
14.67,14.59,14.649,14.329,14.4,14.326,14.606
14.59,14.649,14.329,14.4,14.326,14.606,14.635
14.649,14.329,14.4,14.326,14.606,14.635,14.727
14.329,14.4,14.326,14.606,14.635,14.727,14.701
14.4,14.326,14.606,14.635,14.727,14.701,14.663
14.326,14.606,14.635,14.727,14.701,14.663,14.604
14.606,14.635,14.727,14.701,14.663,14.604,14.65
14.635,14.727,14.701,14.663,14.604,14.65,14.587
14.727,14.701,14.663,14.604,14.65,14.587,14.793
14.701,14.663,14.604,14.65,14.587,14.793,14.676
14.663,14.604,14.65,14.587,14.793,14.676,14.63
14.604,14.65,14.587,14.793,14.676,14.63,14.7
14.65,14.587,14.793,14.676,14.63,14.7,14.442
14.587,14.793,14.676,14.63,14.7,14.442,14.504
14.793,14.676,14.63,14.7,14.442,14.504,14.324
14.676,14.63,14.7,14.442,14.504,14.324,14.821
14.63,14.7,14.442,14.504,14.324,14.821,14.798
14.7,14.442,14.504,14.324,14.821,14.798,14.691
14.442,14.504,14.324,14.821,14.798,14.691,14.543
14.504,14.324,14.821,14.798,14.691,14.543,14.612
14.324,14.821,14.798,14.691,14.543,14.612,14.467
14.821,14.798,14.691,14.543,14.612,14.467,14.184
14.798,14.691,14.543,14.612,14.467,14.184,14.054
14.691,14.543,14.612,14.467,14.184,14.054,14.023
14.543,14.612,14.467,14.184,14.054,14.023,14.124
14.612,14.467,14.184,14.054,14.023,14.124,14.304
14.467,14.184,14.054,14.023,14.124,14.304,14.422
14.184,14.054,14.023,14.124,14.304,14.422,14.444
14.054,14.023,14.124,14.304,14.422,14.444,14.311
14.023,14.124,14.304,14.422,14.444,14.311,14.542
14.124,14.304,14.422,14.444,14.311,14.542,14.243
14.304,14.422,14.444,14.311,14.542,14.243,14.287
14.422,14.444,14.311,14.542,14.243,14.287,14.257
14.444,14.311,14.542,14.243,14.287,14.257,14.136
14.311,14.542,14.243,14.287,14.257,14.136,14.372
14.542,14.243,14.287,14.257,14.136,14.372,14.356
14.243,14.287,14.257,14.136,14.372,14.356,14.18
14.287,14.257,14.136,14.372,14.356,14.18,14.453
14.257,14.136,14.372,14.356,14.18,14.453,14.595
14.136,14.372,14.356,14.18,14.453,14.595,14.537
14.372,14.356,14.18,14.453,14.595,14.537,14.462
14.356,14.18,14.453,14.595,14.537,14.462,14.647
14.18,14.453,14.595,14.537,14.462,14.647,14.555
14.453,14.595,14.537,14.462,14.647,14.555,14.578
14.595,14.537,14.462,14.647,14.555,14.578,14.804
14.537,14.462,14.647,14.555,14.578,14.804,14.805
14.462,14.647,14.555,14.578,14.804,14.805,14.59
14.647,14.555,14.578,14.804,14.805,14.59,14.714
14.555,14.578,14.804,14.805,14.59,14.714,14.656
14.578,14.804,14.805,14.59,14.714,14.656,14.771
14.804,14.805,14.59,14.714,14.656,14.771,14.814
14.805,14.59,14.714,14.656,14.771,14.814,14.646
14.59,14.714,14.656,14.771,14.814,14.646,14.771
14.714,14.656,14.771,14.814,14.646,14.771,15.079
14.656,14.771,14.814,14.646,14.771,15.079,15.26
14.771,14.814,14.646,14.771,15.079,15.26,15.436
14.814,14.646,14.771,15.079,15.26,15.436,15.54
14.646,14.771,15.079,15.26,15.436,15.54,15.649
14.771,15.079,15.26,15.436,15.54,15.649,15.797
15.079,15.26,15.436,15.54,15.649,15.797,15.786
15.26,15.436,15.54,15.649,15.797,15.786,15.756
15.436,15.54,15.649,15.797,15.786,15.756,15.713
15.54,15.649,15.797,15.786,15.756,15.713,15.735
15.649,15.797,15.786,15.756,15.713,15.735,15.643
15.797,15.786,15.756,15.713,15.735,15.643,15.656
15.786,15.756,15.713,15.735,15.643,15.656,15.686
15.756,15.713,15.735,15.643,15.656,15.686,15.62
15.713,15.735,15.643,15.656,15.686,15.62,15.638
15.735,15.643,15.656,15.686,15.62,15.638,15.536
15.643,15.656,15.686,15.62,15.638,15.536,15.399
15.656,15.686,15.62,15.638,15.536,15.399,15.325
15.686,15.62,15.638,15.536,15.399,15.325,15.325
15.62,15.638,15.536,15.399,15.325,15.325,15.38
15.638,15.536,15.399,15.325,15.325,15.38,15.3
15.536,15.399,15.325,15.325,15.38,15.3,15.699
15.399,15.325,15.325,15.38,15.3,15.699,15.765
15.325,15.325,15.38,15.3,15.699,15.765,15.839
15.325,15.38,15.3,15.699,15.765,15.839,15.974
15.38,15.3,15.699,15.765,15.839,15.974,16.12
15.3,15.699,15.765,15.839,15.974,16.12,15.979
15.699,15.765,15.839,15.974,16.12,15.979,15.928
15.765,15.839,15.974,16.12,15.979,15.928,15.883
15.839,15.974,16.12,15.979,15.928,15.883,15.749
15.974,16.12,15.979,15.928,15.883,15.749,15.76
16.12,15.979,15.928,15.883,15.749,15.76,15.859
15.979,15.928,15.883,15.749,15.76,15.859,15.74
15.928,15.883,15.749,15.76,15.859,15.74,15.74
15.883,15.749,15.76,15.859,15.74,15.74,15.699
15.749,15.76,15.859,15.74,15.74,15.699,15.575
15.76,15.859,15.74,15.74,15.699,15.575,15.79
15.859,15.74,15.74,15.699,15.575,15.79,15.967
15.74,15.74,15.699,15.575,15.79,15.967,16.013
15.74,15.699,15.575,15.79,15.967,16.013,16.225
15.699,15.575,15.79,15.967,16.013,16.225,15.848
15.575,15.79,15.967,16.013,16.225,15.848,15.96
15.79,15.967,16.013,16.225,15.848,15.96,15.875
15.967,16.013,16.225,15.848,15.96,15.875,15.879
16.013,16.225,15.848,15.96,15.875,15.879,15.766
16.225,15.848,15.96,15.875,15.879,15.766,15.634
15.848,15.96,15.875,15.879,15.766,15.634,15.256
15.96,15.875,15.879,15.766,15.634,15.256,15.105
15.875,15.879,15.766,15.634,15.256,15.105,15.105
15.879,15.766,15.634,15.256,15.105,15.105,15.085
15.766,15.634,15.256,15.105,15.105,15.085,15.04
15.634,15.256,15.105,15.105,15.085,15.04,15.349
15.256,15.105,15.105,15.085,15.04,15.349,15.274
15.105,15.105,15.085,15.04,15.349,15.274,15.413
15.105,15.085,15.04,15.349,15.274,15.413,15.456
15.085,15.04,15.349,15.274,15.413,15.456,15.171
15.04,15.349,15.274,15.413,15.456,15.171,15.324
15.349,15.274,15.413,15.456,15.171,15.324,15.322
15.274,15.413,15.456,15.171,15.324,15.322,15.372
15.413,15.456,15.171,15.324,15.322,15.372,15.318
15.456,15.171,15.324,15.322,15.372,15.318,15.437
15.171,15.324,15.322,15.372,15.318,15.437,15.407
15.324,15.322,15.372,15.318,15.437,15.407,15.567
15.322,15.372,15.318,15.437,15.407,15.567,15.429
15.372,15.318,15.437,15.407,15.567,15.429,15.298
15.318,15.437,15.407,15.567,15.429,15.298,15.019
15.437,15.407,15.567,15.429,15.298,15.019,15.156
15.407,15.567,15.429,15.298,15.019,15.156,15.148
15.567,15.429,15.298,15.019,15.156,15.148,15.111
15.429,15.298,15.019,15.156,15.148,15.111,15.153
15.298,15.019,15.156,15.148,15.111,15.153,15.135
15.019,15.156,15.148,15.111,15.153,15.135,15.132
15.156,15.148,15.111,15.153,15.135,15.132,15.263
15.148,15.111,15.153,15.135,15.132,15.263,15.259
15.111,15.153,15.135,15.132,15.263,15.259,15.29
15.153,15.135,15.132,15.263,15.259,15.29,14.911
15.135,15.132,15.263,15.259,15.29,14.911,15.008
15.132,15.263,15.259,15.29,14.911,15.008,15.021
15.263,15.259,15.29,14.911,15.008,15.021,14.956
15.259,15.29,14.911,15.008,15.021,14.956,14.979
15.29,14.911,15.008,15.021,14.956,14.979,14.999
14.911,15.008,15.021,14.956,14.979,14.999,15.016
15.008,15.021,14.956,14.979,14.999,15.016,14.829
15.021,14.956,14.979,14.999,15.016,14.829,14.956
14.956,14.979,14.999,15.016,14.829,14.956,14.92
14.979,14.999,15.016,14.829,14.956,14.92,15.049
14.999,15.016,14.829,14.956,14.92,15.049,14.933
15.016,14.829,14.956,14.92,15.049,14.933,14.984
14.829,14.956,14.92,15.049,14.933,14.984,14.729
14.956,14.92,15.049,14.933,14.984,14.729,14.617
14.92,15.049,14.933,14.984,14.729,14.617,14.978
15.049,14.933,14.984,14.729,14.617,14.978,14.927
14.933,14.984,14.729,14.617,14.978,14.927,14.926
14.984,14.729,14.617,14.978,14.927,14.926,14.862
14.729,14.617,14.978,14.927,14.926,14.862,14.773
14.617,14.978,14.927,14.926,14.862,14.773,14.79
14.978,14.927,14.926,14.862,14.773,14.79,14.777
14.927,14.926,14.862,14.773,14.79,14.777,14.812
14.926,14.862,14.773,14.79,14.777,14.812,14.812
14.862,14.773,14.79,14.777,14.812,14.812,14.539
14.773,14.79,14.777,14.812,14.812,14.539,14.388
14.79,14.777,14.812,14.812,14.539,14.388,14.445
14.777,14.812,14.812,14.539,14.388,14.445,14.41
14.812,14.812,14.539,14.388,14.445,14.41,14.449
14.812,14.539,14.388,14.445,14.41,14.449,14.613
14.539,14.388,14.445,14.41,14.449,14.613,14.555
14.388,14.445,14.41,14.449,14.613,14.555,14.32
14.445,14.41,14.449,14.613,14.555,14.32,14.32
14.41,14.449,14.613,14.555,14.32,14.32,14.411
14.449,14.613,14.555,14.32,14.32,14.411,14.53
14.613,14.555,14.32,14.32,14.411,14.53,14.607
14.555,14.32,14.32,14.411,14.53,14.607,14.78
14.32,14.32,14.411,14.53,14.607,14.78,14.808
14.32,14.411,14.53,14.607,14.78,14.808,14.826
14.411,14.53,14.607,14.78,14.808,14.826,14.941
14.53,14.607,14.78,14.808,14.826,14.941,15.065
14.607,14.78,14.808,14.826,14.941,15.065,14.674
14.78,14.808,14.826,14.941,15.065,14.674,14.774
14.808,14.826,14.941,15.065,14.674,14.774,14.786
14.826,14.941,15.065,14.674,14.774,14.786,14.926
14.941,15.065,14.674,14.774,14.786,14.926,14.839
15.065,14.674,14.774,14.786,14.926,14.839,14.863
14.674,14.774,14.786,14.926,14.839,14.863,15.029
14.774,14.786,14.926,14.839,14.863,15.029,14.994
14.786,14.926,14.839,14.863,15.029,14.994,15.529
14.926,14.839,14.863,15.029,14.994,15.529,15.331
14.839,14.863,15.029,14.994,15.529,15.331,15.418
14.863,15.029,14.994,15.529,15.331,15.418,15.342
15.029,14.994,15.529,15.331,15.418,15.342,15.335
14.994,15.529,15.331,15.418,15.342,15.335,15.294
15.529,15.331,15.418,15.342,15.335,15.294,15.341
15.331,15.418,15.342,15.335,15.294,15.341,15.193
15.418,15.342,15.335,15.294,15.341,15.193,15.238
15.342,15.335,15.294,15.341,15.193,15.238,15.336
15.335,15.294,15.341,15.193,15.238,15.336,15.001
15.294,15.341,15.193,15.238,15.336,15.001,15.001
15.341,15.193,15.238,15.336,15.001,15.001,15.05
15.193,15.238,15.336,15.001,15.001,15.05,15.147
15.238,15.336,15.001,15.001,15.05,15.147,15.226
15.336,15.001,15.001,15.05,15.147,15.226,15.146
15.001,15.001,15.05,15.147,15.226,15.146,15.236
15.001,15.05,15.147,15.226,15.146,15.236,15.365
15.05,15.147,15.226,15.146,15.236,15.365,15.678
15.147,15.226,15.146,15.236,15.365,15.678,15.971
15.226,15.146,15.236,15.365,15.678,15.971,16.198
15.146,15.236,15.365,15.678,15.971,16.198,16.195
15.236,15.365,15.678,15.971,16.198,16.195,16.411
15.365,15.678,15.971,16.198,16.195,16.411,16.476
15.678,15.971,16.198,16.195,16.411,16.476,16.626
15.971,16.198,16.195,16.411,16.476,16.626,16.411
16.198,16.195,16.411,16.476,16.626,16.411,16.397
16.195,16.411,16.476,16.626,16.411,16.397,16.44
16.411,16.476,16.626,16.411,16.397,16.44,16.601
16.476,16.626,16.411,16.397,16.44,16.601,16.444
16.626,16.411,16.397,16.44,16.601,16.444,16.217
16.411,16.397,16.44,16.601,16.444,16.217,16.309
16.397,16.44,16.601,16.444,16.217,16.309,16.433
16.44,16.601,16.444,16.217,16.309,16.433,16.485
16.601,16.444,16.217,16.309,16.433,16.485,17.237
16.444,16.217,16.309,16.433,16.485,17.237,16.976
16.217,16.309,16.433,16.485,17.237,16.976,16.974
16.309,16.433,16.485,17.237,16.976,16.974,17.116
16.433,16.485,17.237,16.976,16.974,17.116,17.028
16.485,17.237,16.976,16.974,17.116,17.028,17.326
17.237,16.976,16.974,17.116,17.028,17.326,17.254
16.976,16.974,17.116,17.028,17.326,17.254,17.162
16.974,17.116,17.028,17.326,17.254,17.162,16.985
17.116,17.028,17.326,17.254,17.162,16.985,17.194
17.028,17.326,17.254,17.162,16.985,17.194,17.197
17.326,17.254,17.162,16.985,17.194,17.197,17.086
17.254,17.162,16.985,17.194,17.197,17.086,17.458
17.162,16.985,17.194,17.197,17.086,17.458,17.685
16.985,17.194,17.197,17.086,17.458,17.685,18.199
17.194,17.197,17.086,17.458,17.685,18.199,18.364
17.197,17.086,17.458,17.685,18.199,18.364,18.274
17.086,17.458,17.685,18.199,18.364,18.274,18.293
17.458,17.685,18.199,18.364,18.274,18.293,19.237
17.685,18.199,18.364,18.274,18.293,19.237,19.186
18.199,18.364,18.274,18.293,19.237,19.186,19.493
18.364,18.274,18.293,19.237,19.186,19.493,18.752
18.274,18.293,19.237,19.186,19.493,18.752,18.065
18.293,19.237,19.186,19.493,18.752,18.065,18.116
19.237,19.186,19.493,18.752,18.065,18.116,18.131
19.186,19.493,18.752,18.065,18.116,18.131,18.116
19.493,18.752,18.065,18.116,18.131,18.116,18.125
18.752,18.065,18.116,18.131,18.116,18.125,17.515
18.065,18.116,18.131,18.116,18.125,17.515,17.974
18.116,18.131,18.116,18.125,17.515,17.974,18.088
18.131,18.116,18.125,17.515,17.974,18.088,17.869
18.116,18.125,17.515,17.974,18.088,17.869,17.835
18.125,17.515,17.974,18.088,17.869,17.835,17.799
17.515,17.974,18.088,17.869,17.835,17.799,18.661
17.974,18.088,17.869,17.835,17.799,18.661,18.579
18.088,17.869,17.835,17.799,18.661,18.579,18.024
17.869,17.835,17.799,18.661,18.579,18.024,17.864
